,N,P,K,temperature,humidity,rainfall,label
471,105,88,54,25.78749808,84.51194224,114.2005455,banana
472,98,79,50,25.34119774,84.47321314,91.06493353,banana
473,111,88,55,29.44795403,78.34971537,96.45042585,banana
474,97,74,45,26.47522633,78.51833782,113.1161095,banana
475,95,82,48,27.39489579,83.31172003,92.78133617,banana
476,89,91,55,25.08347445,80.261731,94.32961456,banana
477,89,85,55,26.6719835,76.48541655,91.73358569,banana
478,118,88,51,25.44926208,79.49221962,100.6619171,banana
479,101,92,45,28.22776705,80.6430384,98.00403016,banana
480,99,92,47,28.1279509,77.48247073,103.5045395,banana
481,82,77,46,28.9470467,82.1888998,95.83016448,banana
482,90,86,55,27.96236771,84.15403614,97.55986676,banana
483,95,88,52,28.00316034,78.90085998,94.68180316,banana
484,104,73,46,29.1400919,80.1190228,90.45142867,banana
485,102,73,52,27.9122104,83.36307683,90.24211529,banana
486,100,74,52,25.43480512,81.53977797,96.47800391,banana
487,94,89,48,28.55980972,84.51602322,111.0843029,banana
488,99,70,46,26.59580783,82.99556744,100.5123341,banana
489,112,87,48,27.19711623,77.3970629,99.46950465,banana
490,117,82,45,25.29391516,79.29122198,105.4220251,banana
491,96,86,51,29.90888522,76.98740841,91.99964712,banana
492,113,85,45,27.94972463,76.63713353,109.0921631,banana
493,105,93,46,25.01018457,78.76260938,108.3690513,banana
494,85,89,51,29.21144871,84.70189923,108.5501443,banana
495,108,94,47,27.35911627,84.54625006,90.81250457,banana
496,92,81,52,28.0106804,76.52808057,103.7040783,banana
497,110,71,54,28.67208915,82.20793613,94.37987496,banana
498,82,75,55,27.34585147,78.4873835,92.15524332,banana
499,117,81,53,29.50704598,78.20585613,98.12565829,banana
500,2,40,27,29.73770045,47.54885174,90.09586854,mango
501,39,24,31,33.55695561,53.72979826,98.67527561,mango
502,21,26,27,27.00315545,47.67525434,95.85118326,mango
503,25,22,25,33.56150184,45.53556603,95.70525913,mango
504,0,21,32,35.89855625,54.25964196,92.19721736,mango
505,20,19,35,34.17719782,50.62161586,98.00687989,mango
506,19,21,34,30.01592643,53.19212381,97.72843182,mango
507,18,17,31,31.74592134,45.16127859,93.75441586,mango
508,11,36,33,35.99009679,52.22780489,95.3713484,mango
509,30,28,30,31.86641378,52.19331595,98.46768642,mango
510,18,19,27,27.75518664,52.34605806,94.11213345,mango
511,23,23,27,34.72413192,51.4271781,97.31258083,mango
512,37,30,34,27.53907547,53.63549533,99.35408185,mango
513,11,27,30,27.69637763,48.5622488,89.85646496,mango
514,12,19,31,27.25373364,52.66319725,91.87312479,mango
515,3,28,33,30.33723921,48.88704844,94.42850522,mango
516,37,38,32,31.85744939,45.53106268,91.55845821,mango
517,26,37,30,35.39986338,49.45962621,97.41054011,mango
518,14,18,30,29.80747243,52.13797867,95.74606104,mango
519,40,16,35,34.16438906,54.16482251,98.33351125,mango
520,4,20,25,28.93270187,47.94053996,99.9834242,mango
521,36,25,33,27.98392787,53.33018851,99.61465679,mango
522,30,17,31,31.20478173,54.49960506,94.62954663,mango
523,28,37,28,32.13409675,50.52559148,98.63333684,mango
524,38,15,30,28.91862016,48.13974548,97.01331604,mango
525,12,37,30,31.09779147,47.41196659,90.28624348,mango
526,38,19,31,34.73823882,49.08864345,90.65022183,mango
527,8,33,29,29.98080499,49.48613279,91.82271568,mango
528,15,27,28,33.80398664,46.12866113,90.82549241,mango
529,34,16,25,30.07202564,50.96040505,92.09609766,mango
530,11,36,31,27.92063282,51.77965917,100.2585673,mango
531,33,29,34,31.40948821,49.21729127,92.99739415,mango
532,12,31,26,35.7877738,51.94190321,100.2160615,mango
533,12,34,28,33.36140093,45.02236377,98.81596545,mango
534,5,16,31,35.96054636,48.69677802,98.00644238,mango
535,1,30,29,28.33333307,51.39586505,91.67241761,mango
536,16,35,31,32.27652024,50.19368841,95.99487068,mango
537,35,18,26,31.99490489,50.84881347,97.38741498,mango
538,4,40,26,27.58258929,48.56916221,95.8445641,mango
539,9,29,34,29.38471637,45.88744691,100.8124659,mango
540,2,38,33,32.38697531,53.2328243,90.21633216,mango
541,26,32,32,30.91471455,49.92963856,90.14047759,mango
542,34,38,31,35.37775595,45.58110023,97.41586402,mango
543,5,32,33,32.32362177,52.5896771,93.36718816,mango
544,31,29,26,28.22373428,47.40519056,97.76832322,mango
545,34,34,35,27.27433181,47.16808054,95.257992,mango
546,36,19,32,27.10710832,50.70880979,92.37238878,mango
547,7,17,26,34.89226666,48.75613373,91.63074547,mango
548,38,15,27,33.7462686,48.50387598,92.26439205,mango
549,5,19,25,27.3511056,54.43945147,96.27792547,mango
550,37,36,26,32.89300162,52.61323969,94.49161372,mango
551,21,31,32,35.38598705,51.42664176,90.29643888,mango
552,37,36,27,27.5529736,47.90859131,90.40332704,mango
553,23,23,30,32.82141065,47.45553843,90.89173106,mango
554,36,26,26,30.17294105,51.0845903,95.23444287,mango
555,24,33,35,29.26382931,54.82257868,100.7586226,mango
556,26,18,30,32.06097197,51.08494181,96.59816497,mango
557,22,17,26,28.69818144,47.71875722,99.642454,mango
558,11,34,32,29.14305008,49.40983294,97.55155537,mango
559,29,35,28,28.3471611,53.53903102,90.40260445,mango
560,22,28,26,27.67256197,45.41692012,92.84991507,mango
561,23,24,32,28.1218093,46.16888595,93.30247448,mango
562,1,35,34,30.79375683,46.69536813,92.21318555,mango
563,2,24,34,28.89409382,54.80750249,94.76322976,mango
564,39,37,25,33.33024826,45.61143594,98.28583013,mango
565,15,36,27,27.78912455,53.96886679,91.01152997,mango
566,3,18,31,31.65333432,48.20662669,91.09745581,mango
567,8,38,32,29.75150773,46.73723302,91.405983,mango
568,33,31,34,31.32995611,50.22287593,89.78216168,mango
569,14,29,32,35.63627319,48.97047762,97.51952041,mango
570,18,20,26,31.66524687,51.98594645,89.98024312,mango
571,9,21,32,32.26935342,53.56092806,95.94035356,mango
572,20,30,27,27.81005614,51.59445462,95.89898581,mango
573,9,38,25,34.58561471,50.34035336,100.3060719,mango
574,26,24,34,31.27180992,52.23810152,89.74409017,mango
575,31,36,29,33.93679864,52.72170281,97.4611918,mango
576,14,18,35,31.09154239,47.02058367,91.46664318,mango
577,40,16,35,31.89356292,49.02450149,89.59371481,mango
578,28,27,34,32.45465292,50.69693751,95.04871605,mango
579,0,17,30,35.47478322,47.97230503,97.79072474,mango
580,1,29,29,27.32961444,49.30347234,93.53197359,mango
581,2,36,31,30.90225239,49.95955487,91.77522598,mango
582,12,27,26,29.09382275,45.5661059,96.23520043,mango
583,7,28,35,30.02086169,46.78393776,96.63721027,mango
584,0,36,26,34.13072188,51.25786185,96.38808001,mango
585,26,35,31,33.44619894,53.05980465,98.05089394,mango
586,27,21,30,35.3915464,52.48823147,91.22881052,mango
587,22,38,31,31.53356352,53.06009323,98.57025046,mango
588,22,18,31,30.7645515,47.93791463,90.38503469,mango
589,28,23,28,30.01821337,50.0983181,96.08745082,mango
590,7,31,27,31.32863689,47.59319575,94.67344737,mango
591,29,34,26,33.88004781,54.39416048,89.29147581,mango
592,8,37,33,28.07802689,54.9640534,97.45373619,mango
593,39,16,27,35.53845018,52.94641947,91.54560427,mango
594,40,24,25,28.70595247,50.44030129,95.8946444,mango
595,19,38,26,31.48451729,48.77926304,93.17221967,mango
596,21,21,30,27.69819273,51.41593238,100.7720705,mango
597,22,18,33,30.41235793,52.48100602,93.92375879,mango
598,31,20,30,32.17752026,54.01352682,91.88766069,mango
599,18,26,31,32.6112614,47.74916499,91.10190759,mango
600,24,130,195,29.99677232,81.54156612,67.12534492,grapes
601,13,144,204,30.7280404,82.42614055,68.38135469,grapes
602,22,123,205,32.44577836,83.88504863,68.73932528,grapes
603,36,125,196,37.46566825,80.65968681,66.83872293,grapes
604,24,131,196,22.03296178,83.74372787,65.34440794,grapes
605,2,123,198,39.64851881,82.21079946,70.39906054,grapes
606,35,140,197,16.77557314,82.75241875,66.76285469,grapes
607,11,122,195,12.14190714,83.56812483,69.63122027,grapes
608,6,123,203,12.7567962,81.62497448,66.77844567,grapes
609,17,134,204,39.04071989,80.18393287,73.88467027,grapes
610,25,130,197,39.70772192,82.68593454,74.91506217,grapes
611,27,145,205,9.467960445,82.29335466,66.02765219,grapes
612,9,122,201,29.58748357,80.91934392,68.06417307,grapes
613,16,139,203,17.82803682,80.96093443,65.84748763,grapes
614,32,141,204,8.825674745,82.89753705,67.235765,grapes
615,22,138,195,27.83487131,83.51444973,73.02882766,grapes
616,31,144,202,11.02105378,80.55557235,68.23963161,grapes
617,3,136,205,17.5862944,80.84806564,71.4065452,grapes
618,28,122,197,19.89363946,82.73366439,69.66256816,grapes
619,4,136,204,29.93707596,81.77713468,65.52279323,grapes
620,39,145,201,36.73126647,80.58931938,72.24230804,grapes
621,38,132,197,20.42094753,81.54185044,66.93065667,grapes
622,36,133,198,25.51939719,83.98351748,69.17281221,grapes
623,25,121,201,30.50734778,82.71775569,70.08200379,grapes
624,15,125,199,18.4269936,80.55625868,69.75734306,grapes
625,24,140,205,12.087022,83.59398734,68.66813363,grapes
626,13,132,203,23.60115364,82.48336987,73.23901752,grapes
627,5,126,197,12.80000387,81.20876367,67.10439401,grapes
628,30,120,200,38.06099482,82.24729637,65.70148216,grapes
629,23,142,197,39.06555518,82.03812973,69.30772897,grapes
630,26,135,203,33.78372897,81.16314317,74.53557341,grapes
631,7,126,203,16.76201707,82.00335557,73.28712806,grapes
632,32,139,198,35.89307536,82.66850729,66.53946559,grapes
633,9,141,202,21.01245395,81.17931863,66.38448261,grapes
634,20,142,196,10.89875873,80.01639435,68.69420397,grapes
635,32,129,201,16.36251869,83.00471609,71.55665483,grapes
636,3,134,199,20.28370163,81.32235739,71.06611222,grapes
637,38,138,204,25.11108456,83.25447587,73.01026829,grapes
638,14,131,198,33.4641162,83.86742974,67.92204319,grapes
639,20,122,204,11.7976469,80.86325389,65.06962486,grapes
640,40,126,201,11.36300891,80.03100049,71.18289431,grapes
641,36,128,204,25.23542319,80.68700527,67.03840888,grapes
642,11,132,197,15.99050693,81.23966573,74.40198861,grapes
643,0,137,195,22.4359017,80.18612085,65.3973168,grapes
644,19,123,200,34.76086052,81.03544763,65.70430027,grapes
645,31,136,197,31.11047251,83.34010951,71.43001582,grapes
646,4,134,200,28.57828803,80.95628959,73.34232097,grapes
647,39,139,201,41.18664903,81.01783402,68.68895899,grapes
648,8,127,196,27.02766138,83.17093908,70.95666003,grapes
649,39,138,203,21.19339319,82.33098331,74.62834921,grapes
650,32,120,204,10.38004759,83.44518113,67.3917379,grapes
651,12,142,203,31.3115978,82.56407013,65.01095312,grapes
652,8,133,195,20.46657776,80.97598029,71.29813872,grapes
653,8,139,199,29.36947679,81.53996362,66.13442813,grapes
654,21,134,202,10.72302459,80.02130636,65.2982112,grapes
655,40,140,195,14.97846952,80.49979873,71.63437433,grapes
656,39,127,202,15.3246651,81.67215994,71.60102999,grapes
657,19,120,195,18.73932187,81.12109244,73.55807954,grapes
658,21,139,201,19.3642553,83.36094029,67.15094741,grapes
659,17,136,195,41.20733624,81.61051026,65.90227462,grapes
660,33,139,203,33.34214482,82.51034633,70.68098614,grapes
661,22,133,201,23.81995682,80.12211649,67.2739864,grapes
662,32,130,196,40.66012294,81.24995984,74.03030056,grapes
663,37,135,205,11.82768186,80.2827185,74.10225057,grapes
664,15,140,195,13.28504331,83.54193816,65.80006004,grapes
665,39,132,196,35.83089092,83.32560104,73.67984885,grapes
666,40,121,199,26.18159716,81.03886263,66.05911698,grapes
667,40,132,202,24.57558351,80.70695797,69.706113,grapes
668,29,142,203,29.67229086,83.71498986,66.48490371,grapes
669,32,121,199,39.37102553,81.25353895,74.08101744,grapes
670,6,140,205,17.66558428,82.92903419,69.8671263,grapes
671,8,120,196,24.06679352,82.66396666,69.81855775,grapes
672,34,133,202,15.31413469,80.09711412,74.82144653,grapes
673,35,135,199,21.77466746,80.54942557,69.39630398,grapes
674,16,145,199,26.91624843,80.76838926,69.30927185,grapes
675,8,136,201,41.65602996,82.22118237,74.19664838,grapes
676,25,129,195,17.98667801,81.17712085,72.37127689,grapes
677,16,130,201,29.12033769,82.79092939,68.8503047,grapes
678,39,129,203,34.38922481,83.18392806,71.03001556,grapes
679,38,135,203,41.36106301,82.79782954,69.92107482,grapes
680,33,120,205,35.12158265,82.26890793,69.71518491,grapes
681,35,125,204,19.6491772,80.15215777,73.69529586,grapes
682,1,132,200,16.27852801,82.94270065,66.57462809,grapes
683,39,140,203,21.11903604,80.63399198,69.27779761,grapes
684,28,145,202,19.2077707,82.9042841,66.83113717,grapes
685,6,128,200,25.96308415,82.57813624,70.31782647,grapes
686,6,139,199,25.67385024,81.6212135,74.10919422,grapes
687,29,122,196,41.94865736,81.15595212,73.06862952,grapes
688,37,144,197,11.18994268,80.8084305,66.34234944,grapes
689,38,120,197,17.5438296,82.94703302,73.77063744,grapes
690,38,141,198,13.05809741,80.28297993,70.75633584,grapes
691,14,121,203,9.724457611,83.74765639,74.46411148,grapes
692,6,125,204,27.92004934,82.93262435,69.92092839,grapes
693,32,138,197,9.535585543,80.73112694,69.44115171,grapes
694,11,124,204,13.42988625,80.06633966,71.40043037,grapes
695,23,138,200,9.851242629,80.22631717,68.42802444,grapes
696,40,143,201,24.97256132,82.72828653,66.70016285,grapes
697,6,142,202,27.23708304,82.94573346,70.42508897,grapes
698,37,124,195,18.70679077,83.4795292,66.5964488,grapes
699,35,134,204,9.949929082,82.55138983,66.00817551,grapes
700,24,128,196,22.75088787,90.69489172,110.4317855,apple
701,7,144,197,23.8494014,94.34814995,114.0512495,apple
702,14,128,205,22.60800988,94.58900601,116.0396587,apple
703,8,120,201,21.18667419,91.13435689,122.233323,apple
704,20,129,201,23.41044706,91.69913296,116.0777931,apple
705,32,137,204,22.86006627,93.12859895,117.7296726,apple
706,27,139,205,22.48403042,93.40819246,105.5473627,apple
707,0,123,205,22.02775403,92.96129462,121.1349176,apple
708,22,144,196,21.91191314,91.68748063,117.0761277,apple
709,1,124,199,23.71059131,93.27392415,112.6676589,apple
710,30,122,197,21.37784654,92.72043743,106.1417017,apple
711,29,121,196,22.84852833,94.32130209,123.5977843,apple
712,13,126,204,23.1094265,92.79630809,108.183792,apple
713,9,139,199,23.25230817,94.54128292,105.3558408,apple
714,0,133,200,23.67287749,90.4935574,104.2298028,apple
715,30,143,199,23.76881552,90.59810302,102.2648546,apple
716,36,140,198,23.34386401,91.47684705,104.4267991,apple
717,37,137,199,22.63946441,90.18451645,108.3405879,apple
718,33,121,203,22.45696744,94.76285385,114.8407725,apple
719,7,144,195,22.96388477,93.58065995,104.6472986,apple
720,35,128,205,21.07273439,93.56585985,107.8737015,apple
721,29,128,198,22.44075021,92.70785115,121.4977331,apple
722,2,143,196,22.71271308,90.45261746,109.8852597,apple
723,34,140,198,21.70416965,93.44006288,115.1781396,apple
724,29,144,204,22.43324518,92.48667725,119.1025189,apple
725,32,141,203,21.25941052,92.84416234,109.0658471,apple
726,13,144,197,22.9215706,94.89613443,105.6941544,apple
727,25,143,198,22.81212536,91.51861705,107.855225,apple
728,9,137,200,21.12152071,90.6878768,102.8017203,apple
729,6,144,198,21.11478672,90.31528693,104.5086618,apple
730,37,126,196,23.59997268,90.97597665,107.1728191,apple
731,2,120,203,23.12652652,94.71203306,108.6211833,apple
732,11,143,197,22.98458907,93.3204487,122.1952483,apple
733,10,141,201,22.12659387,90.97818277,104.5412275,apple
734,24,142,202,22.53779727,91.48135786,101.8474768,apple
735,23,138,195,22.49095104,91.70292746,124.3915101,apple
736,18,125,204,22.35548159,94.47811755,116.7366261,apple
737,13,121,196,22.20700989,93.50574163,120.1593771,apple
738,26,122,202,22.44516988,94.73763514,107.1843273,apple
739,28,123,202,22.76643029,92.12438519,120.4359949,apple
740,26,121,201,22.19109412,90.02575116,112.3126628,apple
741,21,137,196,23.6119202,91.70293849,123.5900822,apple
742,21,135,198,23.86087054,94.92048112,105.0241329,apple
743,5,144,205,21.42177231,92.62665309,102.8045658,apple
744,2,123,205,22.36629253,90.78572467,124.9831618,apple
745,15,133,199,23.99686172,91.61001707,117.6102915,apple
746,31,130,198,21.80129837,92.73446667,120.0586671,apple
747,25,143,200,23.80436344,92.80441624,100.6192543,apple
748,16,143,204,23.71475278,91.53331177,121.8961665,apple
749,19,122,202,23.34467359,90.37981478,112.8954016,apple
750,10,125,196,22.31253665,90.03577124,113.0688155,apple
751,20,139,202,23.50201428,92.21083961,107.9868949,apple
752,28,123,198,23.46260321,91.45665004,111.7763395,apple
753,28,136,200,23.06204373,92.39544055,114.7399101,apple
754,2,131,199,22.47420512,91.22759742,124.2179699,apple
755,2,140,197,22.69780133,92.82223419,105.0508234,apple
756,27,138,201,23.66682067,93.90191078,105.4004751,apple
757,30,127,204,22.50050273,92.45878335,100.9343903,apple
758,32,145,203,23.83053666,90.84422164,109.5966791,apple
759,29,139,205,23.64142354,93.74461474,116.6912176,apple
760,26,126,195,21.41363812,92.99124545,118.3979065,apple
761,40,136,202,22.85267372,94.5764581,117.5314026,apple
762,6,124,200,22.98208095,93.84505029,109.5852253,apple
763,35,138,200,21.19909519,90.80819418,103.6838922,apple
764,17,136,196,23.87192332,90.49939035,103.0548094,apple
765,33,134,205,21.0365275,94.33919546,114.7412734,apple
766,16,143,197,22.61711614,93.51978375,116.9256766,apple
767,27,120,200,21.45278675,90.74531921,116.7036582,apple
768,29,145,205,22.81227579,92.12992101,109.3383552,apple
769,3,141,197,21.98141856,91.12719303,115.4789148,apple
770,15,123,204,22.52709326,92.54780429,115.3830068,apple
771,5,136,195,22.35628673,91.92360477,107.7697413,apple
772,10,136,204,21.19852186,92.15595143,105.8554351,apple
773,7,141,195,23.8812458,93.45067555,104.9116663,apple
774,2,129,201,22.78234161,94.36803516,122.1449949,apple
775,29,138,197,22.19055385,92.43764169,121.6622761,apple
776,30,137,200,22.91430043,90.70475565,118.6044645,apple
777,29,132,204,23.08950736,90.22507299,108.2166601,apple
778,14,139,197,21.72484506,92.83975602,121.6961761,apple
779,18,125,203,22.44307715,91.59234006,102.5565807,apple
780,33,143,204,21.1316077,91.95769858,122.5391946,apple
781,40,144,196,22.71750705,92.25479855,107.0289866,apple
782,9,143,197,23.75033085,92.88160462,117.6602827,apple
783,38,135,203,23.76121837,93.661643,100.825956,apple
784,28,130,196,22.13450646,94.67695747,112.9203223,apple
785,35,142,203,21.17089176,90.23730166,123.6495149,apple
786,12,129,205,22.36238282,91.15761594,118.6832725,apple
787,1,135,203,22.77856513,92.70124029,113.7759219,apple
788,0,145,205,21.22503442,90.09877774,113.9760462,apple
789,31,121,201,23.15791104,90.34396882,110.712841,apple
790,35,131,203,22.42776057,93.91722423,102.7230739,apple
791,29,140,195,23.64082979,90.95257927,116.7431319,apple
792,33,138,198,22.29423493,90.69033986,122.7418744,apple
793,14,140,197,23.35225078,90.90054697,113.0381382,apple
794,35,145,195,22.03911546,94.58075845,110.9804014,apple
795,40,120,197,23.80593812,92.48879468,119.6335548,apple
796,25,132,198,22.31944084,90.85174383,100.1173443,apple
797,31,137,196,22.14464104,93.82567435,120.6310784,apple
798,36,144,196,23.65167552,94.50528753,115.3611268,apple
799,10,140,197,22.16939473,90.27185592,124.4683112,apple
800,22,30,12,15.78144173,92.51077745,119.035002,orange
801,37,6,13,26.03097313,91.50819306,101.2847738,orange
802,27,13,6,13.36050601,91.35608208,111.2266885,orange
803,7,16,9,18.87957654,92.04304496,114.6659511,orange
804,20,7,9,29.47741671,91.57802915,111.1727497,orange
805,26,27,10,28.06903173,92.91487288,114.1339416,orange
806,5,23,15,25.66901098,92.04670813,112.5424199,orange
807,0,18,14,29.77149434,92.00719952,114.4161786,orange
808,39,24,14,30.55472573,90.90343769,106.0711985,orange
809,13,23,6,23.96147583,90.26408017,102.6958703,orange
810,21,17,15,23.98289638,91.5473145,118.4901697,orange
811,33,12,8,25.26052689,90.31153735,117.3695296,orange
812,6,9,12,31.08368929,90.14362642,109.6894658,orange
813,19,7,10,14.78003032,91.22062116,100.1961762,orange
814,24,18,6,26.56608303,94.45239715,116.3796525,orange
815,9,11,8,24.85903405,94.39000473,111.7803734,orange
816,31,8,7,34.51465139,93.63812684,103.5684926,orange
817,22,17,5,24.12188673,90.72351622,102.835632,orange
818,13,5,8,23.85340379,90.10522549,103.923226,orange
819,16,8,9,24.60297538,91.28408653,111.2948115,orange
820,4,13,6,15.63211033,94.25966183,101.4705704,orange
821,0,25,14,19.33516809,91.97978938,116.450422,orange
822,8,7,10,28.2620488,91.98317355,105.2132259,orange
823,4,23,5,22.67594476,93.36348717,110.3332655,orange
824,33,14,8,21.03200078,92.9641969,110.6823944,orange
825,30,7,15,33.23453301,91.06053924,115.7659902,orange
826,21,29,12,22.30318989,92.15987039,117.3688104,orange
827,11,14,5,11.50322938,94.8933184,115.5683776,orange
828,9,8,15,14.34320488,94.35734702,110.2223123,orange
829,5,18,14,33.1056981,93.48447453,119.1709113,orange
830,29,25,14,30.49183837,90.4582865,113.3302105,orange
831,33,12,15,30.25578031,92.03272799,116.7173125,orange
832,8,16,6,12.22816189,90.26457428,108.4161706,orange
833,15,14,8,10.01081312,90.22399223,119.3941064,orange
834,16,7,8,22.79196751,90.60901895,116.5084074,orange
835,0,12,7,20.18432263,90.65458473,116.8130969,orange
836,5,25,6,30.72119881,94.01331956,106.8118019,orange
837,6,8,11,24.35590861,92.39651663,119.6946577,orange
838,10,5,5,21.21306973,91.35349216,112.9834361,orange
839,1,17,6,10.78689755,91.38411917,117.5293447,orange
840,1,30,10,11.89925671,91.34663797,103.5771468,orange
841,0,23,15,22.56664172,93.37488907,109.8585753,orange
842,24,27,9,18.86883219,93.24688124,119.3936976,orange
843,36,11,13,17.34083741,93.04897191,112.7194284,orange
844,40,21,8,34.90665289,92.87820148,102.1906333,orange
845,40,22,6,24.53610067,91.90997228,115.9787989,orange
846,32,18,13,13.8377282,91.74780462,107.9873218,orange
847,9,10,10,22.3551049,93.52211892,101.5164589,orange
848,13,16,8,34.74004942,93.12316972,100.1967854,orange
849,15,9,11,11.54785707,94.14861001,108.8289171,orange
850,29,11,5,23.13338811,91.94670335,104.4224145,orange
851,1,15,9,29.98364695,94.55239717,115.3560318,orange
852,18,5,11,20.87947369,90.93756231,102.4550786,orange
853,14,22,9,17.24944623,91.13772765,112.5090516,orange
854,33,15,7,15.83388699,91.68293851,109.7571416,orange
855,4,6,7,23.01014302,91.11764246,112.6738296,orange
856,17,16,14,16.39624284,92.18151927,102.944161,orange
857,12,20,10,24.45132792,93.10527686,109.4711098,orange
858,34,29,8,31.87859192,91.15248149,105.3437825,orange
859,39,28,10,31.34920143,91.48247612,109.1549823,orange
860,31,25,12,18.05142392,90.03969587,111.7793889,orange
861,12,6,8,30.84835031,92.86773675,107.4142681,orange
862,12,29,13,22.45616931,91.52781832,118.0069295,orange
863,26,11,11,13.70319166,90.95589386,106.2944879,orange
864,19,24,15,20.48954522,93.72485075,111.8391951,orange
865,39,21,9,13.20844373,94.02769434,106.2696156,orange
866,16,29,13,32.31944397,93.67804556,117.6236473,orange
867,36,29,13,20.68185224,90.91510525,109.7513927,orange
868,37,23,12,31.52675982,90.50621806,113.1169398,orange
869,39,9,15,25.35467646,91.81183218,116.7555937,orange
870,31,5,14,17.66545409,91.69865887,110.6857506,orange
871,18,12,8,12.59093977,91.81668769,119.3916718,orange
872,20,20,10,11.86631922,93.68394562,106.060149,orange
873,5,8,5,11.03367937,92.22706805,112.7715925,orange
874,20,8,12,25.2990432,94.96419851,117.9733424,orange
875,25,21,11,32.23797837,90.15406807,104.7052254,orange
876,14,19,14,17.68408797,94.35815354,108.0638166,orange
877,37,18,12,10.2708877,90.19147747,106.6955204,orange
878,26,15,6,17.22034507,94.78797376,108.0054343,orange
879,13,22,5,19.667056,90.50096668,100.1737964,orange
880,32,25,9,10.35609594,93.75652041,101.1456947,orange
881,19,7,9,27.255435,91.71369387,101.139435,orange
882,28,7,9,34.5917846,92.13229786,115.5650287,orange
883,24,30,11,32.39523995,94.51768464,113.25373,orange
884,7,17,10,10.16431299,91.22320999,106.362551,orange
885,18,23,8,21.49118657,93.43949693,101.4819888,orange
886,7,20,12,16.53460397,94.76759975,110.0447896,orange
887,20,23,11,31.8520694,90.12220323,109.9455062,orange
888,18,14,11,28.04799508,90.00621688,117.1311498,orange
889,34,11,10,31.75048899,94.59551226,115.1989301,orange
890,20,29,10,29.07412717,93.27189064,100.7896871,orange
891,37,24,13,19.14381903,90.71037456,108.0230792,orange
892,12,8,10,16.14820285,91.4448027,107.4287664,orange
893,34,10,14,34.05296914,92.05811721,116.8020848,orange
894,6,13,9,34.51423957,90.56151463,118.3271968,orange
895,27,30,5,32.71748548,90.54608254,113.328978,orange
896,13,8,12,25.16296632,92.54736032,114.3117197,orange
897,6,7,7,27.68167318,94.47316879,113.9995146,orange
898,40,17,15,21.35093384,90.9492967,107.0862095,orange
899,31,26,9,11.69894639,93.25638873,103.2005992,orange
900,61,68,50,35.21462816,91.49725058,243.0745066,papaya
901,58,46,45,42.39413392,90.79028064,88.46607497,papaya
902,45,47,55,38.4191628,91.14220381,119.2653877,papaya
903,39,65,53,35.33294932,92.11508608,235.6133585,papaya
904,31,68,45,42.92325255,90.07600528,196.2408242,papaya
905,70,68,45,33.83508569,92.85470152,203.4044028,papaya
906,68,62,50,33.20258348,92.76437927,197.5282582,papaya
907,34,65,47,23.48546973,93.71043692,191.7760562,papaya
908,38,68,54,29.33710543,90.81781439,202.0572747,papaya
909,69,64,47,40.21199348,94.50766912,186.6762324,papaya
910,58,51,47,42.13473976,91.70445386,197.402901,papaya
911,59,47,53,32.86316618,91.4618874,47.271547,papaya
912,44,64,54,29.80744318,91.38048469,232.7046126,papaya
913,56,57,48,31.56213762,93.0484859,63.62250788,papaya
914,69,60,54,36.32268069,93.06134398,141.1736926,papaya
915,56,58,49,37.13165026,94.60761797,172.4788062,papaya
916,49,55,53,38.4418717,93.63739039,77.71566883,papaya
917,38,51,52,32.66160599,90.78931681,78.85085502,papaya
918,54,65,47,27.92765919,91.55594211,149.9107557,papaya
919,57,57,51,39.01793345,91.48815629,105.8841531,papaya
920,39,52,53,32.51247398,94.65904123,51.07048113,papaya
921,58,67,45,38.72382798,91.72514851,62.62377075,papaya
922,61,64,52,43.30204933,92.83405443,110.562229,papaya
923,34,62,55,27.58548913,90.72526502,238.5008779,papaya
924,31,48,45,40.78881819,92.90951393,132.7923586,papaya
925,47,46,52,23.19451074,91.40301608,206.3999208,papaya
926,32,68,52,32.68067385,92.61715632,248.8592986,papaya
927,36,59,46,34.28879307,93.61082872,127.2509777,papaya
928,61,51,51,39.30050027,94.16193416,120.9512466,papaya
929,70,54,46,39.73149053,91.12220596,122.7628653,papaya
930,44,56,49,39.23342464,91.25589286,64.4478499,papaya
931,34,68,51,27.34734861,94.17756725,40.35153141,papaya
932,50,59,47,40.76998685,92.09278584,209.8678411,papaya
933,39,70,52,26.26559543,90.79668055,59.49373381,papaya
934,34,61,49,28.12971499,93.3210737,117.8201907,papaya
935,44,60,55,34.2804607,90.55561637,98.54047745,papaya
936,31,62,52,33.7960155,93.00754254,182.026807,papaya
937,65,62,51,31.53243779,90.87394933,207.0735119,papaya
938,44,57,53,42.30495821,90.51431779,74.876786,papaya
939,50,47,48,24.63676897,90.61964344,218.2299187,papaya
940,43,50,48,28.28222883,91.37059792,179.2720807,papaya
941,60,46,53,24.48620746,92.98254537,183.49095,papaya
942,70,68,55,42.84609252,94.63548176,78.8099639,papaya
943,59,62,52,43.67549305,93.10887229,103.8235658,papaya
944,60,58,51,42.07213781,92.92203105,165.7412972,papaya
945,42,60,47,33.46873719,92.12746225,136.8277041,papaya
946,35,66,47,31.7018373,91.66232213,48.83810592,papaya
947,34,65,48,41.41968393,90.03863107,199.3096432,papaya
