,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
8645,Bihar,SIWAN,2009,Autumn     ,Rice,25898.0,2974.0
8646,Bihar,SIWAN,2009,Rabi       ,Maize,3719.0,12559.0
8647,Bihar,SIWAN,2009,Summer     ,Maize,3906.0,6174.0
8648,Bihar,SIWAN,2009,Summer     ,Rice,90.0,176.0
8649,Bihar,SIWAN,2009,Winter     ,Rice,83192.0,5352.0
8650,Bihar,SIWAN,2010,Autumn     ,Maize,12324.0,21913.0
8651,Bihar,SIWAN,2010,Autumn     ,Rice,21982.0,17101.0
8652,Bihar,SIWAN,2010,Rabi       ,Maize,4892.0,10474.0
8653,Bihar,SIWAN,2010,Summer     ,Maize,3868.0,10633.0
8654,Bihar,SIWAN,2010,Winter     ,Rice,65639.0,61884.0
8655,Bihar,SIWAN,2011,Autumn     ,Maize,9163.0,22092.0
8656,Bihar,SIWAN,2011,Autumn     ,Rice,29219.0,45854.0
8657,Bihar,SIWAN,2011,Rabi       ,Maize,3574.0,14117.0
8658,Bihar,SIWAN,2011,Summer     ,Maize,3541.0,13241.0
8659,Bihar,SIWAN,2011,Winter     ,Rice,74099.0,151507.0
8660,Bihar,SIWAN,2012,Autumn     ,Maize,11651.0,29282.0
8661,Bihar,SIWAN,2012,Autumn     ,Rice,30915.0,61901.0
8662,Bihar,SIWAN,2012,Rabi       ,Maize,4928.0,9925.0
8663,Bihar,SIWAN,2012,Summer     ,Maize,3453.0,9898.0
8664,Bihar,SIWAN,2012,Summer     ,Rice,9.0,21.0
8665,Bihar,SIWAN,2012,Winter     ,Rice,72206.0,160728.0
8666,Bihar,SIWAN,2013,Autumn     ,Maize,13209.0,34374.0
8667,Bihar,SIWAN,2013,Autumn     ,Rice,29007.0,45157.0
8668,Bihar,SIWAN,2013,Rabi       ,Maize,5057.0,14311.0
8669,Bihar,SIWAN,2013,Summer     ,Maize,1183.0,5702.0
8670,Bihar,SIWAN,2013,Summer     ,Rice,29.0,67.0
8671,Bihar,SIWAN,2013,Winter     ,Rice,65079.0,113031.0
8672,Bihar,SIWAN,2014,Autumn     ,Maize,12023.0,30399.0
8673,Bihar,SIWAN,2014,Autumn     ,Rice,28045.0,63934.0
8674,Bihar,SIWAN,2014,Rabi       ,Maize,4961.0,9927.0
8675,Bihar,SIWAN,2014,Summer     ,Maize,1171.0,4170.0
8676,Bihar,SIWAN,2014,Summer     ,Rice,28.0,57.0
8677,Bihar,SIWAN,2014,Winter     ,Rice,64555.0,126893.0
8678,Bihar,SUPAUL,1997,Autumn     ,Rice,16354.0,20397.0
8679,Bihar,SUPAUL,1997,Kharif     ,Jute,12930.0,88427.0
8680,Bihar,SUPAUL,1997,Kharif     ,Maize,2030.0,5319.0
8681,Bihar,SUPAUL,1997,Rabi       ,Maize,710.0,2050.0
8682,Bihar,SUPAUL,1997,Summer     ,Maize,5412.0,8724.0
8683,Bihar,SUPAUL,1997,Summer     ,Rice,8657.0,13823.0
8684,Bihar,SUPAUL,1997,Whole Year ,Banana,522.0,9610.0
8685,Bihar,SUPAUL,1997,Winter     ,Rice,86723.0,93863.0
8686,Bihar,SUPAUL,1998,Kharif     ,Blackgram,639.0,464.0
8687,Bihar,SUPAUL,1998,Kharif     ,Jute,14156.0,100901.0
8688,Bihar,SUPAUL,1998,Kharif     ,Maize,1575.0,1944.0
8689,Bihar,SUPAUL,1998,Rabi       ,Maize,1151.0,2650.0
8690,Bihar,SUPAUL,1998,Summer     ,Maize,5693.0,12136.0
8691,Bihar,SUPAUL,1998,Summer     ,Rice,7277.0,12887.0
8692,Bihar,SUPAUL,1998,Whole Year ,Banana,587.0,4379.0
8693,Bihar,SUPAUL,1998,Winter     ,Rice,82184.0,82916.0
8694,Bihar,SUPAUL,1999,Kharif     ,Jute,13881.0,124466.0
8695,Bihar,SUPAUL,1999,Kharif     ,Maize,2449.0,5948.0
8696,Bihar,SUPAUL,1999,Kharif     ,Rice,17307.0,19907.0
8697,Bihar,SUPAUL,1999,Rabi       ,Maize,1392.0,4443.0
8698,Bihar,SUPAUL,1999,Summer     ,Maize,6267.0,15290.0
8699,Bihar,SUPAUL,1999,Summer     ,Rice,8721.0,13167.0
8700,Bihar,SUPAUL,1999,Whole Year ,Banana,1441.0,39282.0
8701,Bihar,SUPAUL,2000,Autumn     ,Rice,88396.0,100924.0
8702,Bihar,SUPAUL,2000,Kharif     ,Jute,10547.0,34728.0
8703,Bihar,SUPAUL,2000,Kharif     ,Maize,381.0,873.0
8704,Bihar,SUPAUL,2000,Kharif     ,Rice,28056.0,32416.0
8705,Bihar,SUPAUL,2000,Rabi       ,Maize,3785.0,5269.0
8706,Bihar,SUPAUL,2000,Summer     ,Maize,6307.0,18879.0
8707,Bihar,SUPAUL,2000,Summer     ,Rice,6723.0,8288.0
8708,Bihar,SUPAUL,2000,Whole Year ,Banana,1297.0,54759.0
8709,Bihar,SUPAUL,2001,Autumn     ,Maize,547.0,795.0
8710,Bihar,SUPAUL,2001,Autumn     ,Rice,77478.0,85946.0
8711,Bihar,SUPAUL,2001,Kharif     ,Jute,15583.0,104146.0
8712,Bihar,SUPAUL,2001,Kharif     ,Rice,6781.0,11444.0
8713,Bihar,SUPAUL,2001,Rabi       ,Maize,3858.0,11586.0
8714,Bihar,SUPAUL,2001,Summer     ,Maize,6257.0,13777.0
8715,Bihar,SUPAUL,2001,Summer     ,Rice,23589.0,22668.0
8716,Bihar,SUPAUL,2001,Whole Year ,Banana,1108.0,37528.0
8717,Bihar,SUPAUL,2002,Autumn     ,Maize,1408.0,3388.0
8718,Bihar,SUPAUL,2002,Autumn     ,Rice,25907.0,27216.0
8719,Bihar,SUPAUL,2002,Kharif     ,Jute,15950.0,72307.0
8720,Bihar,SUPAUL,2002,Rabi       ,Maize,5765.0,16205.0
8721,Bihar,SUPAUL,2002,Summer     ,Maize,6392.0,13970.0
8722,Bihar,SUPAUL,2002,Summer     ,Rice,4720.0,5581.0
8723,Bihar,SUPAUL,2002,Whole Year ,Banana,1339.0,53105.0
8724,Bihar,SUPAUL,2002,Winter     ,Rice,86211.0,109912.0
8725,Bihar,SUPAUL,2003,Autumn     ,Rice,29910.0,37886.0
8726,Bihar,SUPAUL,2003,Kharif     ,Jute,12660.0,111689.0
8727,Bihar,SUPAUL,2003,Kharif     ,Maize,1216.0,3564.0
8728,Bihar,SUPAUL,2003,Kharif     ,Rice,89672.0,120294.0
8729,Bihar,SUPAUL,2003,Rabi       ,Maize,3103.0,8242.0
8730,Bihar,SUPAUL,2003,Summer     ,Maize,6875.0,17779.0
8731,Bihar,SUPAUL,2003,Summer     ,Rice,5396.0,6411.0
8732,Bihar,SUPAUL,2003,Whole Year ,Banana,853.0,30589.0
8733,Bihar,SUPAUL,2003,Winter     ,Rice,89672.0,120294.0
8734,Bihar,SUPAUL,2004,Autumn     ,Rice,27691.0,24303.0
8735,Bihar,SUPAUL,2004,Kharif     ,Jute,11039.0,86717.0
8736,Bihar,SUPAUL,2004,Kharif     ,Maize,1549.0,4711.0
8737,Bihar,SUPAUL,2004,Rabi       ,Maize,3447.0,15584.0
8738,Bihar,SUPAUL,2004,Summer     ,Maize,6178.0,23272.0
8739,Bihar,SUPAUL,2004,Summer     ,Rice,5422.0,5964.0
8740,Bihar,SUPAUL,2004,Whole Year ,Banana,795.0,29510.0
8741,Bihar,SUPAUL,2004,Winter     ,Rice,83316.0,89663.0
8742,Bihar,SUPAUL,2005,Autumn     ,Rice,29400.0,33004.0
8743,Bihar,SUPAUL,2005,Kharif     ,Jute,10011.0,215570.0
8744,Bihar,SUPAUL,2005,Kharif     ,Maize,259.0,781.0
8745,Bihar,SUPAUL,2005,Rabi       ,Maize,2707.0,9908.0
8746,Bihar,SUPAUL,2005,Summer     ,Maize,6998.0,23036.0
8747,Bihar,SUPAUL,2005,Summer     ,Rice,4389.0,7239.0
8748,Bihar,SUPAUL,2005,Whole Year ,Banana,415.0,14417.0
8749,Bihar,SUPAUL,2005,Winter     ,Rice,77823.0,98290.0
8750,Bihar,SUPAUL,2006,Autumn     ,Rice,26359.0,32791.0
8751,Bihar,SUPAUL,2006,Kharif     ,Jute,10945.0,181322.0
8752,Bihar,SUPAUL,2006,Kharif     ,Maize,407.0,924.0
8753,Bihar,SUPAUL,2006,Rabi       ,Maize,1861.0,7941.0
8754,Bihar,SUPAUL,2006,Summer     ,Maize,9634.0,45808.0
8755,Bihar,SUPAUL,2006,Summer     ,Rice,4084.0,6130.0
8756,Bihar,SUPAUL,2006,Winter     ,Rice,71618.0,81814.0
8757,Bihar,SUPAUL,2007,Autumn     ,Maize,1632.0,5508.0
8758,Bihar,SUPAUL,2007,Autumn     ,Rice,28946.0,36178.0
8759,Bihar,SUPAUL,2007,Kharif     ,Jute,9674.0,124257.0
8760,Bihar,SUPAUL,2007,Rabi       ,Maize,3059.0,11379.0
8761,Bihar,SUPAUL,2007,Summer     ,Maize,8951.0,19178.0
8762,Bihar,SUPAUL,2007,Summer     ,Rice,4356.0,5840.0
8763,Bihar,SUPAUL,2007,Whole Year ,Banana,580.0,20839.0
8764,Bihar,SUPAUL,2007,Winter     ,Rice,75826.0,107533.0
8765,Bihar,SUPAUL,2008,Autumn     ,Maize,4644.0,15115.0
8766,Bihar,SUPAUL,2008,Autumn     ,Rice,28512.0,27920.0
8767,Bihar,SUPAUL,2008,Kharif     ,Jute,10497.0,87592.0
8768,Bihar,SUPAUL,2008,Rabi       ,Maize,1490.0,8301.0
8769,Bihar,SUPAUL,2008,Summer     ,Maize,9489.0,32069.0
8770,Bihar,SUPAUL,2008,Summer     ,Rice,4567.0,6367.0
8771,Bihar,SUPAUL,2008,Winter     ,Rice,64522.0,70539.0
8772,Bihar,SUPAUL,2009,Autumn     ,Maize,707.0,1909.0
8773,Bihar,SUPAUL,2009,Autumn     ,Rice,26306.0,25538.0
8774,Bihar,SUPAUL,2009,Kharif     ,Jute,8757.0,130285.0
8775,Bihar,SUPAUL,2009,Rabi       ,Maize,1132.0,4070.0
8776,Bihar,SUPAUL,2009,Summer     ,Maize,8561.0,37310.0
8777,Bihar,SUPAUL,2009,Summer     ,Rice,4312.0,5403.0
8778,Bihar,SUPAUL,2009,Winter     ,Rice,65501.0,73414.0
8779,Bihar,SUPAUL,2010,Autumn     ,Maize,1761.0,4458.0
8780,Bihar,SUPAUL,2010,Autumn     ,Rice,22177.0,31278.0
8781,Bihar,SUPAUL,2010,Kharif     ,Jute,9961.0,164578.0
8782,Bihar,SUPAUL,2010,Rabi       ,Maize,3139.0,14063.0
8783,Bihar,SUPAUL,2010,Summer     ,Maize,7406.0,42040.0
8784,Bihar,SUPAUL,2010,Summer     ,Rice,6196.0,12124.0
8785,Bihar,SUPAUL,2010,Winter     ,Rice,62055.0,70708.0
8786,Bihar,SUPAUL,2011,Autumn     ,Maize,2446.0,9826.0
8787,Bihar,SUPAUL,2011,Autumn     ,Rice,33647.0,29926.0
8788,Bihar,SUPAUL,2011,Kharif     ,Jute,10210.0,176520.0
8789,Bihar,SUPAUL,2011,Rabi       ,Maize,2628.0,15261.0
8790,Bihar,SUPAUL,2011,Summer     ,Maize,7217.0,27041.0
8791,Bihar,SUPAUL,2011,Summer     ,Rice,6197.0,8966.0
8792,Bihar,SUPAUL,2011,Winter     ,Rice,58119.0,102423.0
8793,Bihar,SUPAUL,2012,Autumn     ,Maize,2446.0,14331.0
8794,Bihar,SUPAUL,2012,Autumn     ,Rice,33647.0,56306.0
8795,Bihar,SUPAUL,2012,Kharif     ,Jute,10210.0,33560.0
8796,Bihar,SUPAUL,2012,Rabi       ,Maize,2628.0,8575.0
8797,Bihar,SUPAUL,2012,Summer     ,Maize,7217.0,49242.0
8798,Bihar,SUPAUL,2012,Summer     ,Rice,6197.0,11750.0
8799,Bihar,SUPAUL,2012,Winter     ,Rice,58119.0,85302.0
8800,Bihar,SUPAUL,2013,Autumn     ,Maize,2647.0,10122.0
8801,Bihar,SUPAUL,2013,Autumn     ,Rice,32441.0,49310.0
8802,Bihar,SUPAUL,2013,Kharif     ,Jute,11593.0,161143.0
8803,Bihar,SUPAUL,2013,Rabi       ,Maize,3474.0,20163.0
8804,Bihar,SUPAUL,2013,Summer     ,Maize,9096.0,48635.0
8805,Bihar,SUPAUL,2013,Summer     ,Rice,11049.0,21822.0
8806,Bihar,SUPAUL,2013,Winter     ,Rice,54942.0,96717.0
8807,Bihar,SUPAUL,2014,Autumn     ,Maize,2885.0,7558.0
8808,Bihar,SUPAUL,2014,Autumn     ,Rice,28287.0,42780.0
8809,Bihar,SUPAUL,2014,Kharif     ,Jute,14630.0,193848.0
8810,Bihar,SUPAUL,2014,Rabi       ,Maize,3222.0,10997.0
8811,Bihar,SUPAUL,2014,Summer     ,Maize,6301.0,32266.0
8812,Bihar,SUPAUL,2014,Summer     ,Rice,6092.0,8341.0
8813,Bihar,SUPAUL,2014,Winter     ,Rice,77698.0,149839.0
8814,Bihar,VAISHALI,1997,Autumn     ,Rice,8561.0,7602.0
8815,Bihar,VAISHALI,1997,Kharif     ,Jute,19.0,171.0
8816,Bihar,VAISHALI,1997,Kharif     ,Maize,16283.0,29418.0
8817,Bihar,VAISHALI,1997,Rabi       ,Maize,5875.0,9970.0
8818,Bihar,VAISHALI,1997,Summer     ,Maize,10366.0,21151.0
8819,Bihar,VAISHALI,1997,Summer     ,Rice,118.0,192.0
8820,Bihar,VAISHALI,1997,Whole Year ,Banana,2728.0,69591.0
8821,Bihar,VAISHALI,1997,Winter     ,Rice,48676.0,44775.0
8822,Bihar,VAISHALI,1998,Kharif     ,Blackgram,768.0,561.0
8823,Bihar,VAISHALI,1998,Kharif     ,Jute,5.0,24.0
8824,Bihar,VAISHALI,1998,Kharif     ,Maize,17833.0,22215.0
8825,Bihar,VAISHALI,1998,Rabi       ,Maize,6466.0,16275.0
8826,Bihar,VAISHALI,1998,Summer     ,Maize,10312.0,19857.0
8827,Bihar,VAISHALI,1998,Summer     ,Rice,517.0,960.0
8828,Bihar,VAISHALI,1998,Whole Year ,Banana,2393.0,52287.0
8829,Bihar,VAISHALI,1998,Winter     ,Rice,47253.0,49377.0
8830,Bihar,VAISHALI,1999,Kharif     ,Maize,14119.0,32006.0
8831,Bihar,VAISHALI,1999,Kharif     ,Rice,9718.0,11866.0
8832,Bihar,VAISHALI,1999,Rabi       ,Maize,4508.0,9593.0
8833,Bihar,VAISHALI,1999,Summer     ,Maize,9473.0,20867.0
8834,Bihar,VAISHALI,1999,Summer     ,Rice,56.0,45.0
8835,Bihar,VAISHALI,1999,Whole Year ,Banana,2248.0,49434.0
8836,Bihar,VAISHALI,2000,Autumn     ,Rice,50324.0,77664.0
8837,Bihar,VAISHALI,2000,Kharif     ,Jute,87.0,729.0
8838,Bihar,VAISHALI,2000,Kharif     ,Maize,14746.0,30661.0
8839,Bihar,VAISHALI,2000,Kharif     ,Rice,12250.0,19943.0
8840,Bihar,VAISHALI,2000,Rabi       ,Maize,6606.0,12849.0
8841,Bihar,VAISHALI,2000,Summer     ,Maize,9789.0,26479.0
8842,Bihar,VAISHALI,2000,Summer     ,Rice,300.0,358.0
8843,Bihar,VAISHALI,2000,Whole Year ,Banana,2212.0,9335.0
8844,Bihar,VAISHALI,2001,Autumn     ,Maize,15488.0,14347.0
8845,Bihar,VAISHALI,2001,Autumn     ,Rice,47097.0,69015.0
8846,Bihar,VAISHALI,2001,Kharif     ,Jute,59.0,394.0
8847,Bihar,VAISHALI,2001,Kharif     ,Rice,336.0,648.0
8848,Bihar,VAISHALI,2001,Rabi       ,Maize,5360.0,18642.0
8849,Bihar,VAISHALI,2001,Summer     ,Maize,6421.0,16387.0
8850,Bihar,VAISHALI,2001,Summer     ,Rice,14078.0,19203.0
8851,Bihar,VAISHALI,2001,Whole Year ,Banana,2295.0,31556.0
8852,Bihar,VAISHALI,2002,Autumn     ,Maize,16539.0,30809.0
8853,Bihar,VAISHALI,2002,Autumn     ,Rice,14058.0,19315.0
8854,Bihar,VAISHALI,2002,Rabi       ,Maize,5677.0,16282.0
8855,Bihar,VAISHALI,2002,Summer     ,Maize,12105.0,48981.0
8856,Bihar,VAISHALI,2002,Summer     ,Rice,188.0,356.0
8857,Bihar,VAISHALI,2002,Whole Year ,Banana,2229.0,36110.0
8858,Bihar,VAISHALI,2002,Winter     ,Rice,47937.0,60804.0
8859,Bihar,VAISHALI,2003,Autumn     ,Rice,13377.0,13099.0
8860,Bihar,VAISHALI,2003,Kharif     ,Jute,267.0,1982.0
8861,Bihar,VAISHALI,2003,Kharif     ,Maize,17352.0,20587.0
8862,Bihar,VAISHALI,2003,Rabi       ,Maize,6596.0,19537.0
8863,Bihar,VAISHALI,2003,Summer     ,Maize,9394.0,22231.0
8864,Bihar,VAISHALI,2003,Summer     ,Rice,73.0,74.0
8865,Bihar,VAISHALI,2003,Whole Year ,Banana,2026.0,29174.0
8866,Bihar,VAISHALI,2003,Winter     ,Rice,48738.0,31081.0
8867,Bihar,VAISHALI,2004,Autumn     ,Rice,11266.0,5372.0
8868,Bihar,VAISHALI,2004,Kharif     ,Jute,3.0,24.0
8869,Bihar,VAISHALI,2004,Kharif     ,Maize,17206.0,31763.0
8870,Bihar,VAISHALI,2004,Rabi       ,Maize,6439.0,21165.0
8871,Bihar,VAISHALI,2004,Summer     ,Maize,9679.0,28372.0
8872,Bihar,VAISHALI,2004,Summer     ,Rice,10.0,15.0
8873,Bihar,VAISHALI,2004,Whole Year ,Banana,2067.0,21125.0
8874,Bihar,VAISHALI,2004,Winter     ,Rice,49316.0,13288.0
8875,Bihar,VAISHALI,2005,Autumn     ,Rice,10577.0,12259.0
8876,Bihar,VAISHALI,2005,Kharif     ,Jute,70.0,710.0
8877,Bihar,VAISHALI,2005,Kharif     ,Maize,15569.0,29187.0
8878,Bihar,VAISHALI,2005,Rabi       ,Maize,7865.0,21983.0
8879,Bihar,VAISHALI,2005,Summer     ,Maize,9762.0,26486.0
8880,Bihar,VAISHALI,2005,Summer     ,Rice,496.0,473.0
8881,Bihar,VAISHALI,2005,Whole Year ,Banana,2797.0,20474.0
8882,Bihar,VAISHALI,2005,Winter     ,Rice,48545.0,46887.0
8883,Bihar,VAISHALI,2006,Autumn     ,Rice,10375.0,12118.0
8884,Bihar,VAISHALI,2006,Kharif     ,Jute,62.0,633.0
8885,Bihar,VAISHALI,2006,Kharif     ,Maize,15801.0,23768.0
8886,Bihar,VAISHALI,2006,Rabi       ,Maize,7459.0,22347.0
8887,Bihar,VAISHALI,2006,Summer     ,Maize,10902.0,23682.0
8888,Bihar,VAISHALI,2006,Summer     ,Rice,211.0,323.0
8889,Bihar,VAISHALI,2006,Winter     ,Rice,49010.0,33630.0
8890,Bihar,VAISHALI,2007,Autumn     ,Maize,16313.0,10327.0
8891,Bihar,VAISHALI,2007,Autumn     ,Rice,9340.0,6566.0
8892,Bihar,VAISHALI,2007,Kharif     ,Jute,24.0,227.0
8893,Bihar,VAISHALI,2007,Rabi       ,Maize,5983.0,19355.0
8894,Bihar,VAISHALI,2007,Summer     ,Maize,11308.0,35482.0
8895,Bihar,VAISHALI,2007,Summer     ,Rice,177.0,283.0
8896,Bihar,VAISHALI,2007,Whole Year ,Banana,2964.0,22289.0
8897,Bihar,VAISHALI,2007,Winter     ,Rice,47850.0,25385.0
8898,Bihar,VAISHALI,2008,Autumn     ,Maize,16490.0,30880.0
8899,Bihar,VAISHALI,2008,Autumn     ,Rice,9113.0,12931.0
8900,Bihar,VAISHALI,2008,Kharif     ,Jute,22.0,176.0
8901,Bihar,VAISHALI,2008,Rabi       ,Maize,5946.0,9906.0
8902,Bihar,VAISHALI,2008,Summer     ,Maize,11503.0,37870.0
8903,Bihar,VAISHALI,2008,Summer     ,Rice,174.0,295.0
8904,Bihar,VAISHALI,2008,Winter     ,Rice,48346.0,77834.0
8905,Bihar,VAISHALI,2009,Autumn     ,Maize,15501.0,26394.0
8906,Bihar,VAISHALI,2009,Autumn     ,Rice,5974.0,4033.0
8907,Bihar,VAISHALI,2009,Rabi       ,Maize,7145.0,21542.0
8908,Bihar,VAISHALI,2009,Summer     ,Maize,10677.0,31034.0
8909,Bihar,VAISHALI,2009,Summer     ,Rice,45.0,42.0
8910,Bihar,VAISHALI,2009,Winter     ,Rice,45939.0,42862.0
8911,Bihar,VAISHALI,2010,Autumn     ,Maize,14802.0,29374.0
8912,Bihar,VAISHALI,2010,Autumn     ,Rice,4650.0,2590.0
8913,Bihar,VAISHALI,2010,Rabi       ,Maize,6633.0,15515.0
8914,Bihar,VAISHALI,2010,Summer     ,Maize,11235.0,30858.0
8915,Bihar,VAISHALI,2010,Summer     ,Rice,157.0,265.0
8916,Bihar,VAISHALI,2010,Winter     ,Rice,33233.0,22677.0
8917,Bihar,VAISHALI,2011,Autumn     ,Maize,13082.0,20653.0
8918,Bihar,VAISHALI,2011,Autumn     ,Rice,7522.0,11307.0
8919,Bihar,VAISHALI,2011,Rabi       ,Maize,7537.0,28332.0
8920,Bihar,VAISHALI,2011,Summer     ,Maize,11371.0,46909.0
8921,Bihar,VAISHALI,2011,Summer     ,Rice,151.0,275.0
8922,Bihar,VAISHALI,2011,Winter     ,Rice,38432.0,92937.0
8923,Bihar,VAISHALI,2012,Autumn     ,Maize,14160.0,44684.0
8924,Bihar,VAISHALI,2012,Autumn     ,Rice,7820.0,18287.0
8925,Bihar,VAISHALI,2012,Rabi       ,Maize,7128.0,13935.0
8926,Bihar,VAISHALI,2012,Summer     ,Maize,11371.0,64461.0
8927,Bihar,VAISHALI,2012,Summer     ,Rice,151.0,427.0
8928,Bihar,VAISHALI,2012,Winter     ,Rice,38381.0,93187.0
8929,Bihar,VAISHALI,2013,Autumn     ,Maize,15665.0,56977.0
8930,Bihar,VAISHALI,2013,Autumn     ,Rice,4298.0,3684.0
8931,Bihar,VAISHALI,2013,Kharif     ,Jute,49.0,700.0
8932,Bihar,VAISHALI,2013,Rabi       ,Maize,5946.0,24801.0
8933,Bihar,VAISHALI,2013,Summer     ,Maize,11247.0,60470.0
8934,Bihar,VAISHALI,2013,Summer     ,Rice,686.0,1609.0
8935,Bihar,VAISHALI,2013,Winter     ,Rice,35229.0,53367.0
8936,Bihar,VAISHALI,2014,Autumn     ,Maize,14063.0,54235.0
8937,Bihar,VAISHALI,2014,Autumn     ,Rice,5925.0,6254.0
8938,Bihar,VAISHALI,2014,Kharif     ,Jute,17.0,254.0
8939,Bihar,VAISHALI,2014,Rabi       ,Maize,6555.0,31785.0
8940,Bihar,VAISHALI,2014,Summer     ,Maize,11707.0,45431.0
8941,Bihar,VAISHALI,2014,Summer     ,Rice,681.0,1519.0
8942,Bihar,VAISHALI,2014,Winter     ,Rice,39578.0,90475.0
8943,Chandigarh,CHANDIGARH,1998,Kharif     ,Maize,380.0,1330.0
8944,Chandigarh,CHANDIGARH,1998,Kharif     ,Rice,120.0,360.0
8945,Chandigarh,CHANDIGARH,1999,Kharif     ,Maize,325.0,810.0
8946,Chandigarh,CHANDIGARH,1999,Kharif     ,Rice,80.0,240.0
8947,Chandigarh,CHANDIGARH,2000,Kharif     ,Maize,200.0,500.0
8948,Chandigarh,CHANDIGARH,2000,Kharif     ,Rice,70.0,350.0
8949,Chandigarh,CHANDIGARH,2001,Kharif     ,Maize,200.0,450.0
8950,Chandigarh,CHANDIGARH,2001,Kharif     ,Rice,50.0,250.0
8951,Chandigarh,CHANDIGARH,2002,Kharif     ,Maize,200.0,450.0
8952,Chandigarh,CHANDIGARH,2002,Kharif     ,Rice,140.0,700.0
8953,Chandigarh,CHANDIGARH,2003,Kharif     ,Maize,100.0,200.0
8954,Chandigarh,CHANDIGARH,2003,Kharif     ,Rice,100.0,500.0
8955,Chandigarh,CHANDIGARH,2004,Kharif     ,Maize,60.0,120.0
8956,Chandigarh,CHANDIGARH,2004,Kharif     ,Rice,80.0,400.0
8957,Chandigarh,CHANDIGARH,2005,Kharif     ,Maize,20.0,40.0
8958,Chandigarh,CHANDIGARH,2005,Kharif     ,Rice,50.0,250.0
8959,Chandigarh,CHANDIGARH,2006,Kharif     ,Maize,20.0,40.0
8960,Chandigarh,CHANDIGARH,2006,Kharif     ,Rice,50.0,250.0
8961,Chandigarh,CHANDIGARH,2007,Kharif     ,Maize,20.0,40.0
8962,Chandigarh,CHANDIGARH,2007,Kharif     ,Rice,50.0,250.0
8963,Chandigarh,CHANDIGARH,2008,Kharif     ,Maize,60.0,125.0
8964,Chandigarh,CHANDIGARH,2008,Kharif     ,Rice,20.0,100.0
8965,Chandigarh,CHANDIGARH,2009,Kharif     ,Maize,30.0,65.0
8966,Chandigarh,CHANDIGARH,2009,Kharif     ,Rice,20.0,100.0
8967,Chandigarh,CHANDIGARH,2010,Kharif     ,Maize,25.0,55.0
8968,Chandigarh,CHANDIGARH,2010,Kharif     ,Rice,20.0,103.0
8969,Chhattisgarh,BALOD,2011,Kharif     ,Maize,125.0,149.0
8970,Chhattisgarh,BALOD,2011,Kharif     ,Rice,177115.0,327525.0
8971,Chhattisgarh,BALOD,2011,Whole Year ,Banana,16.0,488.0
8972,Chhattisgarh,BALOD,2012,Kharif     ,Maize,121.0,170.0
8973,Chhattisgarh,BALOD,2012,Kharif     ,Rice,177182.0,357486.0
8974,Chhattisgarh,BALOD,2012,Whole Year ,Banana,9.0,155.0
8975,Chhattisgarh,BALOD,2013,Kharif     ,Maize,258.0,415.0
8976,Chhattisgarh,BALOD,2013,Kharif     ,Rice,181677.0,291899.0
8977,Chhattisgarh,BALOD,2013,Whole Year ,Banana,15.0,357.0
8978,Chhattisgarh,BALOD,2014,Kharif     ,Maize,259.0,315.0
8979,Chhattisgarh,BALOD,2014,Kharif     ,Rice,183795.0,348670.0
8980,Chhattisgarh,BALOD,2014,Whole Year ,Banana,15.0,429.0
8981,Chhattisgarh,BALODA BAZAR,2011,Kharif     ,Maize,143.0,156.0
8982,Chhattisgarh,BALODA BAZAR,2011,Kharif     ,Rice,225302.0,264652.0
8983,Chhattisgarh,BALODA BAZAR,2011,Whole Year ,Banana,14.0,562.0
8984,Chhattisgarh,BALODA BAZAR,2012,Kharif     ,Maize,106.0,171.0
8985,Chhattisgarh,BALODA BAZAR,2012,Kharif     ,Rice,222135.0,382025.0
8986,Chhattisgarh,BALODA BAZAR,2012,Whole Year ,Banana,14.0,161.0
8987,Chhattisgarh,BALODA BAZAR,2013,Kharif     ,Maize,86.0,150.0
8988,Chhattisgarh,BALODA BAZAR,2013,Kharif     ,Rice,223120.0,324941.0
8989,Chhattisgarh,BALODA BAZAR,2013,Whole Year ,Banana,11.0,562.0
8990,Chhattisgarh,BALODA BAZAR,2014,Kharif     ,Maize,79.0,134.0
8991,Chhattisgarh,BALODA BAZAR,2014,Kharif     ,Rice,238360.0,383684.0
8992,Chhattisgarh,BALODA BAZAR,2014,Whole Year ,Banana,9.0,394.0
8993,Chhattisgarh,BALRAMPUR,2011,Kharif     ,Jute,18.0,
8994,Chhattisgarh,BALRAMPUR,2011,Kharif     ,Maize,18265.0,25481.0
8995,Chhattisgarh,BALRAMPUR,2011,Kharif     ,Rice,81931.0,112272.0
8996,Chhattisgarh,BALRAMPUR,2011,Whole Year ,Banana,14.0,393.0
8997,Chhattisgarh,BALRAMPUR,2012,Kharif     ,Maize,19649.0,40033.0
8998,Chhattisgarh,BALRAMPUR,2012,Kharif     ,Rice,78612.0,153034.0
8999,Chhattisgarh,BALRAMPUR,2012,Whole Year ,Banana,11.0,149.0
9000,Chhattisgarh,BALRAMPUR,2013,Kharif     ,Maize,19661.0,39902.0
9001,Chhattisgarh,BALRAMPUR,2013,Kharif     ,Rice,76789.0,128716.0
9002,Chhattisgarh,BALRAMPUR,2013,Rabi       ,Maize,33.0,117.0
9003,Chhattisgarh,BALRAMPUR,2013,Summer     ,Maize,127.0,233.0
